customer_id,tenure,monthly_charges,total_charges,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,num_services,churn,churn_prob,risk_segment,monthly_revenue_risk
CUST00037,18,93.22,1448.83,0,0,0,1,0,Fiber optic,0,0,0,1,0,0,One year,0,Electronic check,1,1,0.6700393866914969,High risk,62.46107162738134
CUST00038,4,70.25,272.28,1,1,0,1,0,DSL,0,0,0,0,1,0,Two year,0,Mailed check,1,1,0.5247606881736679,Medium risk,36.864438344200174
CUST00039,60,87.38,5231.13,0,1,1,1,0,DSL,1,1,1,0,0,0,Two year,1,Bank transfer,3,0,0.010108101000000813,Low risk,0.883245865380071
CUST00040,14,22.25,266.8,0,1,0,1,1,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Bank transfer,4,1,0.9180080031753085,High risk,20.425678070650616
CUST00041,9,26.65,235.47,1,1,0,0,0,Fiber optic,1,1,0,1,1,1,One year,1,Electronic check,5,1,0.8845802328824327,High risk,23.57406320631683
CUST00042,53,91.06,4616.04,0,1,0,1,1,No,0,0,1,1,1,1,Month-to-month,1,Credit card,5,0,0.0671974789925329,Low risk,6.119002437060045
CUST00043,2,25.35,44.14,0,1,1,1,0,Fiber optic,1,0,0,1,0,0,Two year,1,Electronic check,2,1,0.742774642145681,High risk,18.829337178393015
CUST00044,60,25.27,1341.09,0,1,0,1,1,Fiber optic,1,1,0,1,1,0,Two year,1,Electronic check,5,0,0.12416594038973099,Low risk,3.1376733136485018
CUST00045,71,19.24,1316.31,0,1,0,1,0,No,0,1,1,1,1,1,Month-to-month,0,Electronic check,5,0,0.18763350657997355,Low risk,3.610068666598691
CUST00046,44,115.56,4623.32,0,1,0,1,1,No,1,0,1,0,1,0,Month-to-month,1,Electronic check,4,0,0.10974656061229024,Low risk,12.682312544356261
CUST00047,8,93.23,773.93,0,0,0,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,1,1,0.8448821385840742,High risk,78.76836178019325
CUST00048,47,54.03,2574.32,0,1,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card,0,1,0.39762628833216196,Medium risk,21.483748358586713
CUST00049,35,48.25,1767.64,1,0,0,1,1,Fiber optic,1,1,1,0,0,0,Two year,1,Electronic check,4,0,0.35969929201843415,Medium risk,17.35549083988945
CUST00050,36,53.67,1742.65,1,1,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,1,0.7972068160948893,High risk,42.78608981981271
CUST00051,50,97.01,5063.65,0,0,0,1,1,No,0,1,0,0,1,1,Month-to-month,0,Electronic check,4,0,0.09624001068552891,Low risk,9.33624343660316
CUST00052,4,85.46,320.05,0,0,0,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Bank transfer,4,1,0.8508098154975053,High risk,72.7102068324168
CUST00053,2,36.89,67.84,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Two year,1,Credit card,1,1,0.5930538569902909,Medium risk,21.877756784371833
CUST00054,6,35.76,184.54,0,0,1,1,1,No,0,0,1,0,1,0,One year,0,Electronic check,3,1,0.772806396991858,High risk,27.63555675642884
CUST00055,54,28.04,1303.02,0,0,0,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,1,0.5586758398951068,Medium risk,15.665270550658795
CUST00056,4,85.35,337.44,1,1,0,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,1,1,0.8918544576797873,High risk,76.11977796296985
CUST00057,54,95.97,4879.66,1,0,0,1,1,No,0,0,1,1,0,1,Two year,0,Electronic check,4,0,0.024780397564442825,Low risk,2.378174754259578
CUST00058,63,45.03,2539.88,0,0,0,0,0,DSL,0,0,0,1,1,0,Two year,1,Electronic check,2,0,0.04337442908301372,Low risk,1.9531505416081079
CUST00059,18,20.14,352.66,0,0,1,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Mailed check,3,1,0.8845649547291381,High risk,17.81513818824484
CUST00060,44,26.38,1045.31,0,1,0,1,1,No,1,0,1,0,0,1,Month-to-month,1,Electronic check,4,0,0.466734018125274,Medium risk,12.312443398144728
CUST00061,34,116.72,3831.67,0,0,0,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Mailed check,4,0,0.3017030509191092,Medium risk,35.21478010327843
CUST00062,62,48.14,2751.4,0,0,1,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,3,1,0.2865151434112661,Low risk,13.79283900381835
CUST00063,14,96.46,1370.31,0,0,1,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Credit card,3,0,0.49126532457552435,Medium risk,47.38745320855507
CUST00064,48,81.72,3978.02,0,1,0,1,0,Fiber optic,1,1,1,1,0,0,Two year,0,Credit card,4,0,0.05699143407064048,Low risk,4.65733999225274
CUST00065,15,56.96,807.81,0,0,0,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Bank transfer,4,1,0.8468616996368704,High risk,48.23724241131614
CUST00066,72,38.98,2582.49,1,0,0,1,0,Fiber optic,0,0,0,1,1,0,Two year,1,Mailed check,2,0,0.05385019967889367,Low risk,2.099080783483275
CUST00067,62,30.38,1737.61,0,0,1,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,0,Mailed check,5,0,0.30747742592034216,Medium risk,9.341164199459994
CUST00068,40,80.73,3265.18,0,1,1,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Mailed check,3,0,0.20369049514551152,Low risk,16.443933673097145
CUST00069,53,97.01,4707.77,0,0,0,1,0,DSL,0,1,0,1,0,1,One year,1,Bank transfer,3,0,0.03732206714283014,Low risk,3.6206137335259516
CUST00070,24,83.68,1791.04,0,1,0,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,0,Mailed check,3,1,0.6235463608096108,High risk,52.17835947254824
CUST00071,26,72.09,1624.94,0,0,0,1,1,No,0,1,0,1,0,0,Month-to-month,1,Credit card,3,1,0.48693826124019296,Medium risk,35.10337925280551
CUST00072,60,22.28,1261.06,0,0,0,1,0,Fiber optic,1,1,0,1,0,1,One year,0,Credit card,4,0,0.23860368610365523,Low risk,5.3160901263894385
CUST00073,41,116.79,4531.86,1,0,0,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,3,0,0.36222444035148943,Medium risk,42.304192388650456
CUST00074,29,99.47,2937.08,0,0,0,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Bank transfer,4,0,0.47791480943117653,Medium risk,47.538186094119126
CUST00075,15,47.87,642.11,0,0,0,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,3,1,0.8794208367052538,High risk,42.0978754530805
CUST00076,45,117.96,4916.45,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Two year,1,Electronic check,1,0,0.0547707173994062,Low risk,6.460753824433955
CUST00077,65,79.39,5220.63,0,0,0,1,0,No,0,0,1,0,1,0,Month-to-month,1,Mailed check,2,0,0.05072073932141266,Low risk,4.026719494726951
CUST00078,71,77.41,5577.04,0,1,0,0,0,DSL,0,0,1,0,0,1,Two year,1,Electronic check,2,0,0.008241143836915418,Low risk,0.6379469444156225
CUST00079,9,94.3,786.68,1,1,0,1,1,No,1,0,0,1,0,1,Month-to-month,0,Credit card,4,1,0.6983587841375856,High risk,65.85523334417432
CUST00080,1,100.8,94.94,0,0,1,1,0,DSL,1,0,0,1,0,0,One year,1,Electronic check,2,1,0.5620053087497777,Medium risk,56.65013512197759
CUST00081,8,84.96,618.96,0,1,0,1,0,DSL,1,1,0,1,0,1,One year,0,Mailed check,4,1,0.5051084235053399,Medium risk,42.914011661013674
CUST00082,63,31.07,2028.88,0,1,1,0,0,No,1,0,1,0,0,0,Two year,1,Bank transfer,2,0,0.028881663196240352,Low risk,0.8973532755071878
CUST00083,11,52.5,504.58,0,1,0,1,0,DSL,0,1,0,0,0,1,Month-to-month,0,Bank transfer,2,1,0.763635561236594,High risk,40.09086696492119
CUST00084,8,112.66,934.4,0,0,1,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Mailed check,5,0,0.4975853873658105,Medium risk,56.05796974063221
CUST00085,35,40.91,1412.91,0,1,1,1,1,No,0,0,0,0,1,0,One year,1,Credit card,2,0,0.260256067298379,Low risk,10.647075713176685
CUST00086,35,55.96,1873.04,0,0,0,1,1,No,0,1,1,1,1,0,Month-to-month,0,Bank transfer,5,1,0.44613053375069406,Medium risk,24.96546466868884
CUST00087,33,62.07,1754.44,0,1,1,0,0,No,1,0,0,1,0,1,Month-to-month,0,Mailed check,3,1,0.3678639712255854,Medium risk,22.833316693972087
CUST00088,5,62.82,296.86,1,0,0,1,1,DSL,0,1,1,0,0,1,Month-to-month,1,Electronic check,4,1,0.8777204131015696,High risk,55.1383963510406
CUST00089,41,80.52,3075.34,0,0,0,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Mailed check,3,0,0.4216901818871223,Medium risk,33.95449344555109
CUST00090,28,114.19,2820.82,1,0,0,1,1,DSL,1,0,0,0,0,0,Two year,1,Credit card,2,0,0.09632835309321154,Low risk,10.999734639713825
CUST00091,7,42.55,292.27,0,0,0,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer,3,1,0.9249342906440366,High risk,39.355954066903756
CUST00092,72,30.39,2284.86,1,1,1,1,0,No,0,0,1,0,0,0,Month-to-month,1,Credit card,1,0,0.14117647588404295,Low risk,4.2903531021160655
CUST00093,12,38.14,440.49,0,0,1,1,0,Fiber optic,1,1,0,0,0,1,One year,1,Mailed check,3,1,0.7298322154869097,High risk,27.835800698670734
CUST00094,34,108.47,3661.98,0,1,0,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,3,0,0.45106105478694547,Medium risk,48.926592612739974
CUST00095,33,83.87,2390.44,1,0,0,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,0,Electronic check,3,0,0.6647661059156066,High risk,55.75393330314193
CUST00096,48,47.16,2113.22,0,0,0,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,0,Electronic check,3,0,0.5148363705236327,Medium risk,24.279683233894517
CUST00097,23,101.23,2033.23,1,1,0,1,0,No,0,0,0,0,0,1,Two year,1,Bank transfer,1,0,0.11941465403238247,Low risk,12.088345427698078
CUST00098,62,105.86,6383.22,1,1,0,1,0,DSL,1,0,0,1,0,0,Two year,1,Credit card,2,0,0.010720450563621666,Low risk,1.1348668966649895
CUST00099,37,104.34,4006.11,0,0,1,1,0,Fiber optic,0,1,1,1,0,1,Two year,1,Electronic check,4,0,0.08151759834337606,Low risk,8.505546211147859
CUST00100,44,111.73,4829.38,0,0,0,0,0,No,1,0,0,1,0,1,Month-to-month,1,Mailed check,3,0,0.0928773683759863,Low risk,10.37718836864895
CUST00101,35,43.73,1324.48,0,1,0,1,1,Fiber optic,1,1,0,1,0,0,One year,1,Mailed check,4,1,0.45701193208421387,Medium risk,19.985131790042672
CUST00102,65,95.01,5687.36,0,0,1,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,2,0,0.04531995123247124,Low risk,4.305848566597093
CUST00103,47,64.98,2932.3,0,1,0,1,1,Fiber optic,1,1,0,1,0,1,Month-to-month,0,Electronic check,5,1,0.4259228116344954,Medium risk,27.676464300009513
CUST00104,3,103.88,290.03,0,1,0,1,1,DSL,1,0,1,1,1,0,Month-to-month,1,Electronic check,5,1,0.7055300671589598,High risk,73.29046337647274
CUST00105,1,92.31,93.85,0,0,0,1,1,DSL,0,0,1,0,0,1,One year,1,Electronic check,3,1,0.5379592913934261,Medium risk,49.65902218852717
CUST00106,5,97.2,492.29,1,0,0,1,1,No,1,0,0,0,0,0,Month-to-month,0,Electronic check,2,1,0.8383007720891745,High risk,81.48283504706777
CUST00107,14,84.93,1156.16,0,0,1,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,0,Electronic check,4,1,0.8340238179788021,High risk,70.83364286093966
CUST00108,27,36.1,901.3,0,0,0,1,0,No,1,1,1,1,0,0,Month-to-month,0,Electronic check,4,1,0.7415889083956366,High risk,26.771359593082483
CUST00109,9,73.59,596.79,1,1,0,1,1,No,1,0,0,1,0,0,Month-to-month,1,Bank transfer,3,0,0.7861770544587692,High risk,57.854769437620824
CUST00110,15,118.44,1547.73,0,1,0,1,1,Fiber optic,1,1,0,0,1,0,One year,1,Electronic check,4,1,0.43353691406162903,Medium risk,51.34811210145934
CUST00111,42,113.61,4394.56,0,1,0,0,0,DSL,1,0,0,0,1,0,Month-to-month,0,Credit card,2,0,0.13461874240089947,Low risk,15.294035324166188
CUST00112,51,22.4,1065.44,0,1,1,0,0,Fiber optic,1,0,0,0,0,0,One year,1,Electronic check,1,1,0.3690314201943064,Medium risk,8.266303812352463
CUST00113,63,34.81,2160.5,0,0,1,1,1,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,3,0,0.19501455762618236,Low risk,6.788456750967408
CUST00114,52,31.44,1604.85,0,1,1,1,1,No,0,0,1,0,0,0,Two year,1,Mailed check,2,0,0.05486498855265775,Low risk,1.7249552400955597
CUST00115,4,92.05,318.13,0,0,0,1,1,DSL,0,0,1,1,0,1,One year,1,Electronic check,4,1,0.6211637157772223,High risk,57.17812003729331
CUST00116,23,101.41,2166.95,1,1,0,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Credit card,2,1,0.4819601660159646,Medium risk,48.87558043567897
CUST00117,15,39.78,528.89,0,0,0,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,0,Electronic check,4,1,0.9046640556903727,High risk,35.98753613536302
CUST00118,43,69.6,2637.74,0,1,0,1,0,DSL,0,1,1,0,0,1,One year,1,Credit card,3,0,0.11118509293062248,Low risk,7.738482467971324
CUST00119,29,103.75,3055.27,0,1,0,1,0,DSL,0,0,1,1,1,0,Two year,0,Credit card,3,0,0.08169479034391157,Low risk,8.475834498180825
CUST00120,36,92.75,2866.14,0,0,0,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Mailed check,3,1,0.4080072860243006,Medium risk,37.84267577875388
CUST00121,13,73.31,889.97,1,0,1,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,3,1,0.6965351012957106,High risk,51.062988275988545
CUST00122,32,78.22,2211.79,0,1,0,1,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer,5,0,0.08069298663948153,Low risk,6.311805414940245
CUST00123,71,69.85,5087.63,0,0,0,1,0,Fiber optic,1,1,0,1,1,0,One year,1,Mailed check,4,1,0.04162150858187579,Low risk,2.907262374444024
CUST00124,59,48.35,2742.56,0,1,0,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer,3,0,0.218270864042132,Low risk,10.553396276437082
CUST00125,28,75.63,1897.99,1,1,0,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,3,1,0.7481441476164866,High risk,56.58214188423488
CUST00126,66,88.27,5537.36,0,0,0,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,0,Electronic check,5,0,0.10610480872215552,Low risk,9.365871465904668
CUST00127,42,107.08,4480.71,0,0,0,1,1,Fiber optic,1,1,1,1,1,0,One year,0,Mailed check,6,1,0.1289446796559771,Low risk,13.807396297562029
CUST00128,45,82.9,3885.78,0,1,0,1,1,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Mailed check,4,1,0.31429759233336624,Medium risk,26.05527040443606
CUST00129,62,95.63,5301.11,0,0,0,1,0,No,1,1,0,1,1,1,Two year,0,Credit card,5,0,0.006555747884743822,Low risk,0.6269261702180517
CUST00130,57,34.33,2010.11,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,2,0,0.28070218230908556,Low risk,9.636505918670906
CUST00131,6,65.08,404.87,0,1,0,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card,3,1,0.8475963585762901,High risk,55.16157101614496
CUST00132,28,18.95,548.26,0,1,0,1,1,No,1,0,0,0,0,0,One year,1,Electronic check,2,1,0.565844873691247,Medium risk,10.72276035644913
CUST00133,28,43.16,1180.79,0,0,0,1,1,No,1,0,0,0,0,0,Two year,1,Mailed check,2,0,0.19432268988737214,Low risk,8.38696729553898
CUST00134,44,92.1,3955.0,0,0,0,1,1,DSL,1,1,0,0,1,0,Two year,1,Electronic check,4,0,0.04261180049879875,Low risk,3.9245468259393648
CUST00135,30,119.16,3326.86,0,1,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,0,0.2916262137873546,Low risk,34.75017963490117
CUST00136,62,28.12,1744.28,0,1,0,1,0,Fiber optic,1,1,1,1,1,0,One year,1,Electronic check,5,1,0.23571685576357315,Low risk,6.628357984071677
CUST00137,62,58.95,3495.03,0,1,0,1,0,DSL,0,0,0,1,0,0,One year,1,Mailed check,1,0,0.06654405167678025,Low risk,3.922771846346196
CUST00138,1,99.61,98.16,0,0,1,1,1,No,1,1,0,0,0,0,Month-to-month,1,Credit card,3,0,0.5776557436028141,Medium risk,57.540288620276314
CUST00139,27,38.81,980.48,0,1,0,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Mailed check,4,0,0.7372312644799696,High risk,28.61194537446762
CUST00140,62,74.62,4609.32,0,1,0,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,2,0,0.11402044400291789,Low risk,8.508205531497733
CUST00141,3,92.77,282.46,0,1,0,1,1,DSL,1,0,1,0,1,0,Month-to-month,0,Credit card,4,1,0.6886567810616872,High risk,63.88668957909272
CUST00142,70,80.83,4975.1,0,1,0,1,0,Fiber optic,0,1,0,0,0,1,Two year,0,Bank transfer,2,0,0.011686675231630118,Low risk,0.9446339589726624
CUST00143,72,37.18,2721.36,1,0,1,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,3,0,0.22524206564523702,Low risk,8.374500000689913
CUST00144,27,54.25,1403.32,0,1,0,1,1,No,0,1,0,1,0,0,Two year,0,Electronic check,3,0,0.23050553567657245,Low risk,12.504925310454055
CUST00145,9,97.95,898.24,0,0,0,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Credit card,4,1,0.6324291071487764,High risk,61.94643104522265
CUST00146,62,74.53,4326.33,0,0,0,0,0,DSL,1,1,0,0,0,1,One year,1,Bank transfer,3,1,0.03033551354651687,Low risk,2.2609058246219025
CUST00147,37,18.53,634.74,1,1,0,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Electronic check,3,1,0.8560372618953814,High risk,15.862370462921419
CUST00148,51,95.62,5037.61,0,1,0,1,0,DSL,1,0,1,0,1,0,Month-to-month,1,Electronic check,3,0,0.12167824252781977,Low risk,11.634873550510127
CUST00149,44,21.6,855.58,0,1,0,0,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Credit card,2,0,0.6371901582228661,High risk,13.763307417613907
CUST00150,24,94.06,2299.98,0,1,0,1,0,No,1,0,1,0,1,0,Month-to-month,1,Electronic check,3,0,0.45046138202055686,Medium risk,42.37039759285358
CUST00151,59,38.65,2159.04,0,0,0,1,0,Fiber optic,1,0,0,0,0,0,One year,0,Credit card,1,0,0.2086568576528664,Low risk,8.064587548283287
CUST00152,32,115.72,3528.33,0,1,1,1,0,No,0,0,1,0,0,1,Month-to-month,0,Electronic check,2,0,0.22886177981267136,Low risk,26.48388515992233
CUST00153,52,55.53,2632.57,0,0,0,1,1,DSL,0,0,1,0,0,0,One year,1,Credit card,2,0,0.11793833519199237,Low risk,6.549115753211336
CUST00154,62,51.35,3071.02,0,1,0,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,3,0,0.14133047425151796,Low risk,7.2573198528154474
CUST00155,58,33.19,1761.47,0,0,0,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,4,0,0.2704814625819925,Low risk,8.97727974309633
CUST00156,52,49.17,2193.4,1,1,1,1,1,DSL,1,1,1,1,0,1,Month-to-month,0,Credit card,6,0,0.28574758716471255,Low risk,14.050208860888917
CUST00157,12,107.42,1165.81,0,0,1,0,0,No,0,1,0,0,0,1,Two year,0,Mailed check,2,0,0.13183441058727804,Low risk,14.161652385285407
CUST00158,39,119.63,3971.69,0,1,1,1,1,DSL,1,0,0,1,1,0,One year,1,Mailed check,4,1,0.06027776562133364,Low risk,7.211029101280143
CUST00159,2,55.57,116.22,1,1,0,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,2,1,0.942695851175585,High risk,52.38560844982726
CUST00160,3,63.76,199.53,1,0,1,1,0,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Electronic check,4,1,0.9348343856630258,High risk,59.60504042987452
CUST00161,56,91.65,4768.16,1,1,0,1,1,No,0,0,1,1,0,0,Month-to-month,1,Electronic check,3,0,0.1310085679335328,Low risk,12.006935251108281
CUST00162,59,108.39,6367.35,1,1,0,1,0,DSL,1,0,1,1,1,0,Two year,0,Bank transfer,4,0,0.011659525014570973,Low risk,1.2637759163293478
CUST00163,2,78.49,144.29,1,1,0,1,0,DSL,1,0,0,1,0,0,One year,0,Electronic check,2,1,0.7503831536083311,High risk,58.8975737267179
CUST00164,2,57.94,114.05,0,1,1,1,1,DSL,1,0,1,1,0,0,Month-to-month,1,Electronic check,4,1,0.8518720241522955,High risk,49.357465079384
CUST00165,54,60.09,3280.83,1,0,1,1,1,Fiber optic,0,1,0,0,0,1,One year,0,Mailed check,3,0,0.16208004307687587,Low risk,9.739389788489472
